"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/01/RWG01/008","FP","23/EAN/01/RWG01/008","F1 - Geriatric Medicine, Gastroenterology, General Surgery (Vascular). F2 - Geriatric Medicine (Orthogeriatrics) , Public Health Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","0","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Gastroenterology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Public Health Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/012","FP","23/EAN/01/RWG01/012","F1 - Rheumatology, General Surgery (Vascular), Geriatric Medicine.  F2 -  Emergency Medicine, General Psychiatry, Acute Internal Medicine. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/013","FP","23/EAN/01/RWG01/013","F1 - Geriatric Medicine, Rheumatology, General Surgery (Vascular).  F2 -  Acute Internal Medicine, Emergency Medicine, General Psychiatry. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/014","FP","23/EAN/01/RWG01/014","F1 - General Surgery (Vascular), Geriatric Medicine, Rheumatology.  F2 -  General Psychiatry, Acute Internal Medicine, Emergency Medicine. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/015","FP","23/EAN/01/RWG01/015","F1 - Cardiology, General Surgery (Upper GI), Acute Internal Medicine.  F2 - Emergency Medicine, General Psychiatry, Stroke Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Cardiology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Upper GI","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/016","FP","23/EAN/01/RWG01/016","F1 -  General Surgery (Upper GI), Acute Internal Medicine, Cardiology.  F2 - Stroke Medicine, Emergency Medicine, General Psychiatry.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Upper GIT","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Cardiology","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/017","FP","23/EAN/01/RWG01/017","F1 - Acute Internal Medicine , Cardiology, General Surgery (Upper GI).  F2 - General Psychiatry, Stroke Medicine, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Cardiology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Upper GI","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/018","FP","23/EAN/01/RWG01/018","F1 - Rheumatology, General Surgery (Lower GI), Stroke Medicine.  F2 - Emergency Medicine, Acute Internal Medicine, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/019","FP","23/EAN/01/RWG01/019","F1 - Stroke Medicine, Rheumatology, General Surgery (Lower GI).  F2  - General Practice, Emergency Medicine, Acute Internal Medicine. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/020","FP","23/EAN/01/RWG01/020","F1 - General Surgery (Lower GI), Stroke Medicine, Rheumatology.  F2 - Acute Internal Medicine, General Practice,  Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Rheumatology","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/021","FP","23/EAN/01/RWG01/021","F1 - Stroke Medicine, General Surgery (Vascular), Respiratory Medicine.  F2 - Emergency Medicine, Urology, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Urology","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/022","FP","23/EAN/01/RWG01/022","F1 - Respiratory Medicine, Stroke Medicine, General  Surgery (Vascular).  F2 - General Practice, Emergency Medicine, Urology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/023","FP","23/EAN/01/RWG01/023","F1 -  General Surgery (Vascular), Respiratory Medicine, Stroke Medicine.  F2 -Urology, General Practice, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Vascular","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General (Internal) Medicine","Stroke","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Urology","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/024","FP","23/EAN/01/RWG01/024","F1 - Geriatric Medicine (Orthogeriatrics), General Surgery (Lower GI), Respiratory Medicine. F2 - Emergency Medicine, Trauma and Orthopaedic Surgery, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","Orthogeriatric Medicine","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/025","FP","23/EAN/01/RWG01/025","F1 - Respiratory Medicine, Geriatric Medicine (Orthogeriatrics), General Surgery (Lower GI). F2 -  General Practice, Emergency Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","Orthogeriatric Medicine","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Emergency Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/026","FP","23/EAN/01/RWG01/026","F1 - General Surgery (Lower GI), Respiratory Medicine, Geriatric Medicine (Orthogeriatrics). F2 -  Trauma and Orthopaedic Surgery, General Practice, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Surgery","Lower GI","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Respiratory Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","Orthogeriatric Medicine","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","General Practice","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/027","FP","23/EAN/01/RWG01/027","F1 - Endocrinology and Diabetes Mellitus, Trauma and Orthopaedic Surgery, Geriatric Medicine.  F2 - Acute Internal Medicine, General Psychiatry, Paediatrics. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Endocrinology and Diabetes Mellitus","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/028","FP","23/EAN/01/RWG01/028","F1 - Trauma and Orthopaedic Surgery, Geriatric Medicine, Endocrinology and Diabetes Mellitus.  F2 - Paediatrics, Acute Internal Medicine, General Psychiatry. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Endocrinology and Diabetes Mellitus","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Paediatrics","","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Acute Internal Medicine","","","","","","","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWG01/029","FP","23/EAN/01/RWG01/029","F1 - Geriatric Medicine, Endocrinology and Diabetes Mellitus, Trauma and Orthopaedic Surgery.  F2 -General Psychiatry, Paediatrics, Acute Internal Medicine. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Geriatric Medicine","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Endocrinology and Diabetes Mellitus","","F1","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Trauma and Orthopaedic Surgery","","F2","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F2","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","Watford General Hospital","Watford","Paediatrics","","","","","","","","","","","","","","","","","","","","","",""
